id,source,event_type,external_event_id,payload,processed,created_at
149,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM0NTc3ODExMzY3MDEzNTYxMzM1OTEyODU3NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874117532,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874115842,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM0NTc3ODExMzY3MDEzNTYxMzM1OTEyODU3NgZDZD"",""attachments"":[{""type"":""share"",""payload"":{""ig_post_media_id"":""18028454807550245"",""title"":""We'll Take Your Class For You With A+"",""url"":""https://lookaside.fbsbx.com/ig_messaging_cdn/?asset_id=18028454807550245&signature=Ab04BKcQSGFFAZajxIYQX5fdxJVp8ZaqQd7BqylWWS8j4l0JGV43aabvJ9hFP21Ln-aBYFoxukcMFCZxuu4jf4wrAQk8tnwZrySBSeWG1vdsq_4laSotYoN792UaNTox4WZ1IfpnaPLtyuMliKcw3g0MteUq095Y7EcNyEXwDXed61q3vgCSarFMY6P_HDPq9Jt1eiNs7FZYp5l0Lh77Ckf_3LGXEPc""}},{""type"":""ig_post"",""payload"":{""ig_post_media_id"":""18028454807550245"",""title"":""We'll Take Your Class For You With A+"",""url"":""https://lookaside.fbsbx.com/ig_messaging_cdn/?asset_id=18028454807550245&signature=Ab0LEs2CenKd4W4Jo1bamHXxjphlG4G7-RUuCd-lT2VOpGj7OajVqaduT9OYtVMpHnGM4ofI-4lPYhXjxuzo2UVYArYQPAxLPwUcZ7JP7wnF1YzYBAO6VuAVlY-mxV6vQbIOScG4woLkbIu9W9XevpLpDumO9uBmQL4Pxwi5v-219HCabPLqcdSlmKAz2Syb7Xlfg1NuKWeVue7_PBaQF4mXGQDbzHs""}}]}}]}]}",true,2026-02-23 19:15:18.089853+00
150,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM1NDQyOTE3NTQ3MjEwMzU1MDMyODI0MjE3NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874119117,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874116311,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM1NDQyOTE3NTQ3MjEwMzU1MDMyODI0MjE3NgZDZD"",""text"":""How does this work?"",""referral"":{""source"":""ADS"",""type"":""OPEN_THREAD"",""ad_id"":""120232426519720399"",""ads_context_data"":{""ad_title"":""Insta OC - Pic Only_Group_1"",""photo_url"":""https://scontent.xx.fbcdn.net/v/t45.1600-4/548884806_24040605075616916_5691264981155306314_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=d5bd00&_nc_ohc=yW5Esb2P03kQ7kNvwFT3f1c&_nc_oc=AdlT7AS9gha2kbOw7QqiSSk8bO1MwdvSZb5BxJcq5PjKpMDC59lVZJNHf18abI3LurblouA8p5VqU1Uc9A2rCVNQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=1&_nc_ht=scontent.xx&_nc_gid=SdgQg074E30Y68w1SBfCZA&oh=00_AfvVh_ALibnYwkQBSSDXwkvZ1aH_7luspjEZpQzjw3dqXA&oe=69A27787"",""post_id"":""122275077674232992""}}}}]}]}",true,2026-02-23 19:15:19.580512+00
151,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM2MjQxODY0NDc5Nzg2Nzg5NDIyODY0NzkzNgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874119895,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874116744,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM2MjQxODY0NDc5Nzg2Nzg5NDIyODY0NzkzNgZDZD"",""attachments"":[{""type"":""share"",""payload"":{""ig_post_media_id"":""18028454807550245"",""title"":""We'll Take Your Class For You With A+"",""url"":""https://lookaside.fbsbx.com/ig_messaging_cdn/?asset_id=18028454807550245&signature=Ab0MOcr3AP613EoUmPdswLyaRwmKY2LqdO3o6q85HyVyp4ia_ksxTaXNbie-q5gLg2teQGbTvyc55X4v45YgvxtVc1kpcSHgivcfb9BwdZjattHR0SaO6-wD7hBLuAqxklUe-JopwW4BMLjXySLY6XtKqhQsKPItQPyQpvY5pFvRm_2N2j2jKybsdmWZ8t276tqmv8JGGAOu-DjPAo1D3-4bF6yjOX4""}},{""type"":""ig_post"",""payload"":{""ig_post_media_id"":""18028454807550245"",""title"":""We'll Take Your Class For You With A+"",""url"":""https://lookaside.fbsbx.com/ig_messaging_cdn/?asset_id=18028454807550245&signature=Ab17aq_NbgIcuHdUZ7kv9NZd_yvK9A5qvWrH_9SwkYwNISip2tOpQZ-2qophv7za22MtJopRwmlgLHM5vYZqF6z_Rhfy-SAQr1q60muKXguGx4Avx8_h-B79f086CZpaaoFl21GrFkjTBV0vY7MyEfpOYgM_2RD2XVGiCZ52mSELPlI8OjdMQXBot9HxztDWxlYwvHy_GaZg4T-CsiUGnIg26EQumPw""}}]}}]}]}",true,2026-02-23 19:15:20.245952+00
152,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM5NjQyNTcxNTU1OTg0MTQ0Mjc5MDYzNzU2OAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874120622,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874118588,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM5NjQyNTcxNTU1OTg0MTQ0Mjc5MDYzNzU2OAZDZD"",""text"":""The process is simple. Our subject expert will take care of your online exam, assignment or the entire online class for you. The service is 100% anonymous. 100% money-back guarantee on A grade."",""is_echo"":true}}]}]}",true,2026-02-23 19:15:21.148684+00
153,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM2ODQ2MTc0MjgxNjE4MjkyMjIwOTM5NDY4OAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874121546,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874117072,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODM2ODQ2MTc0MjgxNjE4MjkyMjIwOTM5NDY4OAZDZD"",""text"":""How does this work?"",""referral"":{""source"":""ADS"",""type"":""OPEN_THREAD"",""ad_id"":""120232426519720399"",""ads_context_data"":{""ad_title"":""Insta OC - Pic Only_Group_1"",""photo_url"":""https://scontent.xx.fbcdn.net/v/t45.1600-4/548884806_24040605075616916_5691264981155306314_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=d5bd00&_nc_ohc=yW5Esb2P03kQ7kNvwFT3f1c&_nc_oc=AdlT7AS9gha2kbOw7QqiSSk8bO1MwdvSZb5BxJcq5PjKpMDC59lVZJNHf18abI3LurblouA8p5VqU1Uc9A2rCVNQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=1&_nc_ht=scontent.xx&_nc_gid=0Fh90QtwJmKxzCpbuik0EQ&oh=00_AfvdWoHLX04TGOuVW-HQiPf5vm9oADDFpfPnlTxNwVMOMw&oe=69A27787"",""post_id"":""122275077674232992""}}}}]}]}",true,2026-02-23 19:15:22.008551+00
154,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODQ0Mjc0MjU5Mzc5MDEwNjU1NDQ5ODgwOTg1NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874122899,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874121099,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODQ0Mjc0MjU5Mzc5MDEwNjU1NDQ5ODgwOTg1NgZDZD"",""text"":""The process is simple. Our subject expert will take care of your online exam, assignment or the entire online class for you. The service is 100% anonymous. 100% money-back guarantee on A grade."",""is_echo"":true}}]}]}",true,2026-02-23 19:15:23.20159+00
155,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODc5OTk4NzM2NzcxNjQxODIyMjM0OTYxNTEwNAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874141207,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874140465,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwODc5OTk4NzM2NzcxNjQxODIyMjM0OTYxNTEwNAZDZD"",""text"":""Hmmm""}}]}]}",true,2026-02-23 19:15:41.536363+00
156,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwOTI2MTQxODY1MTE5NDc2NjYzNjc2NDYyNjk0NAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874165770,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874165479,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwOTI2MTQxODY1MTE5NDc2NjYzNjc2NDYyNjk0NAZDZD"",""text"":""May I know what help you need with your online class?"",""is_echo"":true}}]}]}",true,2026-02-23 19:16:06.292283+00
157,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwOTcwMTQ2ODk5NjE0NjgwOTAzNzE1NDk0Mjk3NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874190006,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874189334,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMwOTcwMTQ2ODk5NjE0NjgwOTAzNzE1NDk0Mjk3NgZDZD"",""text"":""I have 36 credits remaining at WGU""}}]}]}",true,2026-02-23 19:16:30.524395+00
158,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMDIwNjE1MDA3MzA1ODUxOTA5NzI1OTU4OTYzMgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874216949,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874216693,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMDIwNjE1MDA3MzA1ODUxOTA5NzI1OTU4OTYzMgZDZD"",""text"":""sure,please share your class name"",""is_echo"":true}}]}]}",true,2026-02-23 19:16:57.546481+00
159,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMDQxMTA4MTEzMjYzMjYyMzE5ODg2MTUyNDk5MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874228632,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874227802,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMDQxMTA4MTEzMjYzMjYyMzE5ODg2MTUyNDk5MgZDZD"",""text"":""Multiple""}}]}]}",true,2026-02-23 19:17:09.045126+00
160,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMzQwNzYyNzE0ODE3MTQ3MDE1NzMzMTMwMDM1MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874390535,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874390245,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMzQwNzYyNzE0ODE3MTQ3MDE1NzMzMTMwMDM1MgZDZD"",""text"":""You can share your class names or syllabus so our expert can review your classes.Logins will work too,"",""is_echo"":true}}]}]}",true,2026-02-23 19:19:51.151775+00
161,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMzY1OTUzNzk4ODE3MDg3MjE5NzA4ODI4MDU3NgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874404504,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771874403902,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMzY1OTUzNzk4ODE3MDg3MjE5NzA4ODI4MDU3NgZDZD"",""text"":""How much do you charge for a class""}}]}]}",true,2026-02-23 19:20:05.183681+00
162,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxNDM0OTU0NzAyNzk4Mzk3MjI1MDIyNjI2MjAxNgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771874441593,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771874441307,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxNDM0OTU0NzAyNzk4Mzk3MjI1MDIyNjI2MjAxNgZDZD"",""text"":""For pricing, I would require your class names and their duration. Different courses require different levels of expertise."",""is_echo"":true}}]}]}",true,2026-02-23 19:20:42.197868+00
163,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMyNjA1MDYzMjY3NTk4MzQ1OTA0MjYxNjkzNDQwMAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771875075906,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""2098680114250335""},""timestamp"":1771875075624,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMyNjA1MDYzMjY3NTk4MzQ1OTA0MjYxNjkzNDQwMAZDZD"",""text"":""Pricing depends upon several factors; you can share your class syllabus so the expert can review it and quote you the pricing."",""reply_to"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMxMzY1OTUzNzk4ODE3MDg3MjE5NzA4ODI4MDU3NgZDZD"",""is_self_reply"":false},""is_echo"":true}}]}]}",true,2026-02-23 19:31:16.511986+00
164,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMyNjE5NzU5NDI3MDQ1Njg2NDU5MzI2OTQ4OTY2NAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771875084401,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""2098680114250335""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771875083591,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDE0NTY2OTc2MTQxODczMDozMjY4NTMyNjE5NzU5NDI3MDQ1Njg2NDU5MzI2OTQ4OTY2NAZDZD"",""text"":""Ok""}}]}]}",true,2026-02-23 19:31:24.956014+00
165,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTMyODMzNzc4MjYyMTc0OTgyNzE5OTM1ODIwNTk1MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771875199820,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""26278003688496554""},""timestamp"":1771875199611,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDA5OTQwNjYwMjcxNjgzNDozMjY4NTMyODMzNzc4MjYyMTc0OTgyNzE5OTM1ODIwNTk1MgZDZD"",""text"":""The PMP exam is proctored, so we can't assist with it."",""is_echo"":true}}]}]}",true,2026-02-23 19:33:20.427173+00
166,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTM3MTI0MDk1MzgzODc2MDAwNjg2NjQ0MDI5MDMwNAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771877525919,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""1743599446358649""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771877525396,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTM3MTI0MDk1MzgzODc2MDAwNjg2NjQ0MDI5MDMwNAZDZD"",""text"":""As soon as it’s released.""}}]}]}",true,2026-02-23 20:12:06.577919+00
167,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTM3MzQzMjY1NTExMDI2MDQyODk0MzMxNzI3MDUyOAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771877644634,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""1743599446358649""},""timestamp"":1771877644209,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI1OTk1NTA2OTM3MzgwODAxNTozMjY4NTM3MzQzMjY1NTExMDI2MDQyODk0MzMxNzI3MDUyOAZDZD"",""text"":""Sure, i will be waiting."",""is_echo"":true}}]}]}",true,2026-02-23 20:14:05.39676+00
168,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTUxMjMwMzYyNzM0NzM3OTEwNjM4ODkwMTg4OAZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771878625854,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""1596034951647788""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771878624308,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTUxMjMwMzYyNzM0NzM3OTEwNjM4ODkwMTg4OAZDZD"",""text"":""How does this work?"",""referral"":{""source"":""ADS"",""type"":""OPEN_THREAD"",""ad_id"":""120232426519720399"",""ads_context_data"":{""ad_title"":""Insta OC - Pic Only_Group_1"",""photo_url"":""https://scontent.xx.fbcdn.net/v/t45.1600-4/548884806_24040605075616916_5691264981155306314_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=d5bd00&_nc_ohc=yW5Esb2P03kQ7kNvwFT3f1c&_nc_oc=AdlT7AS9gha2kbOw7QqiSSk8bO1MwdvSZb5BxJcq5PjKpMDC59lVZJNHf18abI3LurblouA8p5VqU1Uc9A2rCVNQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=1&_nc_ht=scontent.xx&_nc_gid=tjrCG19YGeE62COL_3MLUw&oh=00_AfvXnreE3pCtVTuELMVAlxZglqkvT12wDbcJM1KDdGMQNQ&oe=69A27787"",""post_id"":""122275077674232992""}}}}]}]}",true,2026-02-23 20:30:26.587932+00
169,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTU0NTU0NjY1MjQxNjU2MzY3OTAzMjUwODQxNgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771878627638,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""17841465353051870""},""recipient"":{""id"":""1596034951647788""},""timestamp"":1771878626111,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTU0NTU0NjY1MjQxNjU2MzY3OTAzMjUwODQxNgZDZD"",""text"":""The process is simple. Our subject expert will take care of your online exam, assignment or the entire online class for you. The service is 100% anonymous. 100% money-back guarantee on A grade."",""is_echo"":true}}]}]}",true,2026-02-23 20:30:28.066744+00
170,instagram,EVENT_RECEIVED,aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTg3MDAxMDk3MTgyODA4MzExNDk1NjAyOTk1MgZDZD,"{""object"":""instagram"",""entry"":[{""time"":1771878644306,""id"":""17841465353051870"",""messaging"":[{""sender"":{""id"":""1596034951647788""},""recipient"":{""id"":""17841465353051870""},""timestamp"":1771878643700,""message"":{""mid"":""aWdfZAG1faXRlbToxOklHTWVzc2FnZAUlEOjE3ODQxNDY1MzUzMDUxODcwOjM0MDI4MjM2Njg0MTcxMDMwMTI0NDI2MDMxMDcyMDYxODI1MTIzMjozMjY4NTM5MTg3MDAxMDk3MTgyODA4MzExNDk1NjAyOTk1MgZDZD"",""text"":""How much is the cost?""}}]}]}",true,2026-02-23 20:30:44.892442+00
